,name,ensg,type
1273,HPCAL4,ENSG00000116983,protein_coding
5191,MTR,ENSG00000116984,protein_coding
1277,BMP8B,ENSG00000116985,protein_coding
1286,MYCL,ENSG00000116990,protein_coding
5086,SIPA1L2,ENSG00000116991,protein_coding
5201,ZP4,ENSG00000116996,protein_coding
1294,RLF,ENSG00000117000,protein_coding
5257,KMO,ENSG00000117009,protein_coding
1313,ZNF684,ENSG00000117010,protein_coding
1324,KCNQ4,ENSG00000117013,protein_coding
1317,RIMS3,ENSG00000117016,protein_coding
5294,AKT3,ENSG00000117020,protein_coding
3511,ETV3,ENSG00000117036,protein_coding
2037,ACADM,ENSG00000117054,protein_coding
2053,ST6GALNAC5,ENSG00000117069,protein_coding
3643,SLAMF1,ENSG00000117090,protein_coding
3646,CD48,ENSG00000117091,protein_coding
2116,ADGRL2,ENSG00000117114,protein_coding
596,PADI2,ENSG00000117115,protein_coding
595,SDHB,ENSG00000117118,protein_coding
591,MFAP2,ENSG00000117122,protein_coding
2146,RPF1,ENSG00000117133,protein_coding
4412,KDM5B,ENSG00000117139,protein_coding
3733,UAP1,ENSG00000117143,protein_coding
608,ACTL8,ENSG00000117148,protein_coding
2150,CTBS,ENSG00000117151,protein_coding
3741,RGS4,ENSG00000117152,protein_coding
4421,KLHL12,ENSG00000117153,protein_coding
611,IGSF21,ENSG00000117154,protein_coding
2155,SSX2IP,ENSG00000117155,protein_coding
2176,ZNHIT6,ENSG00000117174,protein_coding
653,PLA2G2D,ENSG00000117215,protein_coding
4492,RBBP5,ENSG00000117222,protein_coding
2220,GBP3,ENSG00000117226,protein_coding
2222,GBP1,ENSG00000117228,protein_coding
676,KIF17,ENSG00000117245,protein_coding
2946,GPR89A,ENSG00000117262,protein_coding
4507,CDK18,ENSG00000117266,protein_coding
4517,RAB29,ENSG00000117280,protein_coding
2948,CD160,ENSG00000117281,protein_coding
688,ECE1,ENSG00000117298,protein_coding
772,HMGCL,ENSG00000117305,protein_coding
771,GALE,ENSG00000117308,protein_coding
762,ID3,ENSG00000117318,protein_coding
4572,CR2,ENSG00000117322,protein_coding
4580,CD46,ENSG00000117335,protein_coding
3120,PRPF3,ENSG00000117360,protein_coding
3116,APH1A,ENSG00000117362,protein_coding
1369,P3H1,ENSG00000117385,protein_coding
1381,SLC2A1,ENSG00000117394,protein_coding
1389,EBNA1BP2,ENSG00000117395,protein_coding
1399,CDC20,ENSG00000117399,protein_coding
1396,MPL,ENSG00000117400,protein_coding
1419,ARTN,ENSG00000117407,protein_coding
1421,IPO13,ENSG00000117408,protein_coding
1424,ATP6V0B,ENSG00000117410,protein_coding
1425,B4GALT2,ENSG00000117411,protein_coding
1441,ERI3,ENSG00000117419,protein_coding
1463,PTCH2,ENSG00000117425,protein_coding
1485,AKR1A1,ENSG00000117448,protein_coding
1483,PRDX1,ENSG00000117450,protein_coding
1501,PIK3R3,ENSG00000117461,protein_coding
1506,TSPAN1,ENSG00000117472,protein_coding
3867,BLZF1,ENSG00000117475,protein_coding
3868,CCDC181,ENSG00000117477,protein_coding
3869,SLC19A2,ENSG00000117479,protein_coding
1515,FAAH,ENSG00000117480,protein_coding
1513,NSUN4,ENSG00000117481,protein_coding
2310,TMED5,ENSG00000117500,protein_coding
3900,MROH9,ENSG00000117501,protein_coding
2316,DR1,ENSG00000117505,protein_coding
2352,CNN3,ENSG00000117519,protein_coding
3916,PRRC2C,ENSG00000117523,protein_coding
2346,F3,ENSG00000117525,protein_coding
2345,ABCD3,ENSG00000117528,protein_coding
3921,VAMP4,ENSG00000117533,protein_coding
2445,DPH5,ENSG00000117543,protein_coding
3941,FASLG,ENSG00000117560,protein_coding
2380,PTBP2,ENSG00000117569,protein_coding
3950,TNFSF4,ENSG00000117586,protein_coding
3954,PRDX6,ENSG00000117592,protein_coding
3965,DARS2,ENSG00000117593,protein_coding
4614,HSD11B1,ENSG00000117594,protein_coding
4618,IRF6,ENSG00000117595,protein_coding
4619,UTP25,ENSG00000117597,protein_coding
2398,PLPPR5,ENSG00000117598,protein_coding
2401,PLPPR4,ENSG00000117600,protein_coding
3969,SERPINC1,ENSG00000117601,protein_coding
793,RCAN3,ENSG00000117602,protein_coding
811,SYF2,ENSG00000117614,protein_coding
814,RSRP1,ENSG00000117616,protein_coding
2412,SLC35A3,ENSG00000117620,protein_coding
4640,RCOR3,ENSG00000117625,protein_coding
837,STMN1,ENSG00000117632,protein_coding
831,MTFR1L,ENSG00000117640,protein_coding
826,MAN1C1,ENSG00000117643,protein_coding
4652,NEK2,ENSG00000117650,protein_coding
872,RPS6KA1,ENSG00000117676,protein_coding
867,DHDDS,ENSG00000117682,protein_coding
4677,NENF,ENSG00000117691,protein_coding
4689,NSL1,ENSG00000117697,protein_coding
4706,PROX1,ENSG00000117707,protein_coding
881,ARID1A,ENSG00000117713,protein_coding
4715,CENPF,ENSG00000117724,protein_coding
940,RPA2,ENSG00000117748,protein_coding
937,PPP1R8,ENSG00000117751,protein_coding
932,STX12,ENSG00000117758,protein_coding
4788,MARC2,ENSG00000117791,protein_coding
1567,SLC5A9,ENSG00000117834,protein_coding
1622,OSBPL9,ENSG00000117859,protein_coding
1635,TXNDC12,ENSG00000117862,protein_coding
24552,ESYT2,ENSG00000117868,protein_coding
56792,CD3EAP,ENSG00000117877,protein_coding
45911,MESD,ENSG00000117899,protein_coding
45795,RCN2,ENSG00000117906,protein_coding
45849,CHRNB4,ENSG00000117971,protein_coding
31874,MUC5B,ENSG00000117983,protein_coding
31898,CTSD,ENSG00000117984,protein_coding
5533,COLEC11,ENSG00000118004,protein_coding
11770,STAG1,ENSG00000118007,protein_coding
11796,A4GNT,ENSG00000118017,protein_coding
54830,STK11,ENSG00000118046,protein_coding
34753,KMT2A,ENSG00000118058,protein_coding
34764,TREH,ENSG00000118094,protein_coding
34757,IFT46,ENSG00000118096,protein_coding
34433,MMP8,ENSG00000118113,protein_coding
34701,APOA1,ENSG00000118137,protein_coding
56903,ZNF541,ENSG00000118156,protein_coding
56897,SLC8A2,ENSG00000118160,protein_coding
56899,KPTN,ENSG00000118162,protein_coding
34789,RPS25,ENSG00000118181,protein_coding
4344,KIF14,ENSG00000118193,protein_coding
4362,TNNT2,ENSG00000118194,protein_coding
4345,DDX59,ENSG00000118197,protein_coding
4347,CAMSAP2,ENSG00000118200,protein_coding
3715,ATF6,ENSG00000118217,protein_coding
8994,CRYGD,ENSG00000118231,protein_coding
9082,MREG,ENSG00000118242,protein_coding
9111,TNP1,ENSG00000118245,protein_coding
8957,FASTKD2,ENSG00000118246,protein_coding
8922,NRP2,ENSG00000118257,protein_coding
8976,CREB1,ENSG00000118260,protein_coding
8963,KLF7,ENSG00000118263,protein_coding
52597,TTR,ENSG00000118271,protein_coding
52598,B4GALT6,ENSG00000118276,protein_coding
3117,C1orf54,ENSG00000118292,protein_coding
3115,CA14,ENSG00000118298,protein_coding
38138,CASC1,ENSG00000118307,protein_coding
38134,LRMP,ENSG00000118308,protein_coding
18070,ATP10B,ENSG00000118322,protein_coding
33953,SPCS2,ENSG00000118363,protein_coding
34054,USP35,ENSG00000118369,protein_coding
20219,ELOVL4,ENSG00000118402,protein_coding
20161,FILIP1,ENSG00000118407,protein_coding
20370,CASP8AP2,ENSG00000118412,protein_coding
20199,HMGN3,ENSG00000118418,protein_coding
20251,UBE3D,ENSG00000118420,protein_coding
20338,CNR1,ENSG00000118432,protein_coding
20337,SPACA1,ENSG00000118434,protein_coding
1977,ANKRD13C,ENSG00000118454,protein_coding
1917,SGIP1,ENSG00000118473,protein_coding
20038,PHF3,ENSG00000118482,protein_coding
21084,ZC2HC1B,ENSG00000118491,protein_coding
21116,ADGB,ENSG00000118492,protein_coding
21085,PLAGL1,ENSG00000118495,protein_coding
21108,FBXO30,ENSG00000118496,protein_coding
21000,TNFAIP3,ENSG00000118503,protein_coding
20857,AKAP7,ENSG00000118507,protein_coding
21114,RAB32,ENSG00000118508,protein_coding
20948,MYB,ENSG00000118513,protein_coding
20943,ALDH8A1,ENSG00000118514,protein_coding
20927,SGK1,ENSG00000118515,protein_coding
20812,RNF146,ENSG00000118518,protein_coding
20860,ARG1,ENSG00000118520,protein_coding
20874,CCN2,ENSG00000118523,protein_coding
20920,TCF21,ENSG00000118526,protein_coding
48528,PMFBP1,ENSG00000118557,protein_coding
13207,FBXL5,ENSG00000118564,protein_coding
13239,MED28,ENSG00000118579,protein_coding
39066,SLC16A7,ENSG00000118596,protein_coding
39114,RXYLT1,ENSG00000118600,protein_coding
55907,ZNF430,ENSG00000118620,protein_coding
6901,VAMP8,ENSG00000118640,protein_coding
2692,DCLRE1B,ENSG00000118655,protein_coding
52130,MYL12B,ENSG00000118680,protein_coding
20561,FOXO3,ENSG00000118689,protein_coding
20567,ARMC2,ENSG00000118690,protein_coding
54085,GHRH,ENSG00000118702,protein_coding
54084,RPN2,ENSG00000118705,protein_coding
54066,TGIF2,ENSG00000118707,protein_coding
2732,CASQ2,ENSG00000118729,protein_coding
2458,OLFM3,ENSG00000118733,protein_coding
14170,PKD2,ENSG00000118762,protein_coding
14171,ABCG2,ENSG00000118777,protein_coding
14168,SPP1,ENSG00000118785,protein_coding
13992,STBD1,ENSG00000118804,protein_coding
14010,CCNI,ENSG00000118816,protein_coding
12153,RARRES1,ENSG00000118849,protein_coding
12154,MFSD1,ENSG00000118855,protein_coding
4769,RAB3GAP2,ENSG00000118873,protein_coding
46830,EEF2KMT,ENSG00000118894,protein_coding
46823,PPL,ENSG00000118898,protein_coding
46822,UBN1,ENSG00000118900,protein_coding
41414,KLF12,ENSG00000118922,protein_coding
41433,UCHL3,ENSG00000118939,protein_coding
41285,PCDH17,ENSG00000118946,protein_coding
5780,HS1BP3,ENSG00000118960,protein_coding
5786,LDAH,ENSG00000118961,protein_coding
5760,WDR35,ENSG00000118965,protein_coding
37587,CCND2,ENSG00000118971,protein_coding
37590,FGF23,ENSG00000118972,protein_coding
16932,ELL2,ENSG00000118985,protein_coding
8727,DNAH7,ENSG00000118997,protein_coding
8898,CYP20A1,ENSG00000119004,protein_coding
8812,NDUFB3,ENSG00000119013,protein_coding
8738,GTF3C3,ENSG00000119041,protein_coding
8772,SATB2,ENSG00000119042,protein_coding
17443,UBE2B,ENSG00000119048,protein_coding
30490,TRPM6,ENSG00000119121,protein_coding
30465,GDA,ENSG00000119125,protein_coding
30448,KLF9,ENSG00000119138,protein_coding
30429,TJP2,ENSG00000119139,protein_coding
7388,C2orf40,ENSG00000119147,protein_coding
5602,ITGB1BP1,ENSG00000119185,protein_coding
5603,CPSF3,ENSG00000119203,protein_coding
12808,PIGZ,ENSG00000119227,protein_coding
12803,SENP5,ENSG00000119231,protein_coding
40265,CCDC92,ENSG00000119242,protein_coding
5051,C1orf198,ENSG00000119280,protein_coding
5062,TRIM67,ENSG00000119283,protein_coding
5189,HEATR1,ENSG00000119285,protein_coding
31122,PTBP3,ENSG00000119314,protein_coding
31044,RAD23B,ENSG00000119318,protein_coding
31150,FKBP15,ENSG00000119321,protein_coding
31070,CTNNAL1,ENSG00000119326,protein_coding
31069,ABITRAM,ENSG00000119328,protein_coding
31440,WDR34,ENSG00000119333,protein_coding
31443,SET,ENSG00000119335,protein_coding
31467,PTPA,ENSG00000119383,protein_coding
31434,GLE1,ENSG00000119392,protein_coding
31240,RAB14,ENSG00000119396,protein_coding
31239,CNTRL,ENSG00000119397,protein_coding
31205,TRIM32,ENSG00000119401,protein_coding
31231,FBXW2,ENSG00000119402,protein_coding
31236,PHF19,ENSG00000119403,protein_coding
31311,NEK6,ENSG00000119408,protein_coding
31156,BSPRY,ENSG00000119411,protein_coding
31333,PPP6C,ENSG00000119414,protein_coding
31257,NDUFA8,ENSG00000119421,protein_coding
31157,HDHD3,ENSG00000119431,protein_coding
31260,RBM18,ENSG00000119446,protein_coding
31135,SLC46A2,ENSG00000119457,protein_coding
31128,HSDL2,ENSG00000119471,protein_coding
31345,MAPKAP1,ENSG00000119487,protein_coding
30942,NR4A3,ENSG00000119508,protein_coding
30947,INVS,ENSG00000119509,protein_coding
30922,GALNT12,ENSG00000119514,protein_coding
31300,DENND1A,ENSG00000119522,protein_coding
30931,ALG2,ENSG00000119523,protein_coding
1187,CSF3R,ENSG00000119535,protein_coding
53053,KDSR,ENSG00000119537,protein_coding
53055,VPS4B,ENSG00000119541,protein_coding
52947,ONECUT2,ENSG00000119547,protein_coding
54854,C19orf25,ENSG00000119559,protein_coding
57731,ZBTB45,ENSG00000119574,protein_coding
43290,YLPM1,ENSG00000119596,protein_coding
43212,DCAF4,ENSG00000119599,protein_coding
43291,PROX2,ENSG00000119608,protein_coding
43270,VSX2,ENSG00000119614,protein_coding
43289,FCF1,ENSG00000119616,protein_coding
43295,PGF,ENSG00000119630,protein_coding
43600,IFI27L2,ENSG00000119632,protein_coding
43265,BBOF1,ENSG00000119636,protein_coding
43303,NEK9,ENSG00000119638,protein_coding
43301,ACYP1,ENSG00000119640,protein_coding
43327,IFT43,ENSG00000119650,protein_coding
43279,NPC2,ENSG00000119655,protein_coding
43244,DNAL1,ENSG00000119661,protein_coding
43356,IRF2BPL,ENSG00000119669,protein_coding
43238,ACOT2,ENSG00000119673,protein_coding
43283,LTBP2,ENSG00000119681,protein_coding
43286,AREL1,ENSG00000119682,protein_coding
43299,MLH3,ENSG00000119684,protein_coding
43323,TTLL5,ENSG00000119685,protein_coding
43319,FLVCR2,ENSG00000119686,protein_coding
43271,ABCD4,ENSG00000119688,protein_coding
43293,DLST,ENSG00000119689,protein_coding
43601,PPP4R4,ENSG00000119698,protein_coding
43328,TGFB3,ENSG00000119699,protein_coding
43302,ZC2HC1C,ENSG00000119703,protein_coding
43387,SLIRP,ENSG00000119705,protein_coding
43219,RBM25,ENSG00000119707,protein_coding
43266,ALDH6A1,ENSG00000119711,protein_coding
43538,GPR68,ENSG00000119714,protein_coding
43336,ESRRB,ENSG00000119715,protein_coding
43296,EIF2B2,ENSG00000119718,protein_coding
43517,NRDE2,ENSG00000119720,protein_coding
43262,COQ6,ENSG00000119723,protein_coding
43257,ZNF410,ENSG00000119725,protein_coding
6245,RHOQ,ENSG00000119729,protein_coding
6339,GPR75,ENSG00000119737,protein_coding
5944,SUPT7L,ENSG00000119760,protein_coding
5813,KLHL29,ENSG00000119771,protein_coding
5859,DNMT3A,ENSG00000119772,protein_coding
5900,TMEM214,ENSG00000119777,protein_coding
5817,ATAD2B,ENSG00000119778,protein_coding
5826,FKBP1B,ENSG00000119782,protein_coding
6107,ATL2,ENSG00000119787,protein_coding
5987,YPEL5,ENSG00000119801,protein_coding
6045,FAM98A,ENSG00000119812,protein_coding
6022,YIPF4,ENSG00000119820,protein_coding
6519,AFTPH,ENSG00000119844,protein_coding
6516,LGALSL,ENSG00000119862,protein_coding
6586,CNRIP1,ENSG00000119865,protein_coding
6418,BCL11A,ENSG00000119866,protein_coding
6248,CRIPT,ENSG00000119878,protein_coding
6266,EPCAM,ENSG00000119888,protein_coding
20145,SLC17A5,ENSG00000119899,protein_coding
20097,OGFRL1,ENSG00000119900,protein_coding
36918,SLF2,ENSG00000119906,protein_coding
36735,IDE,ENSG00000119912,protein_coding
37106,TECTB,ENSG00000119913,protein_coding
36964,ELOVL3,ENSG00000119915,protein_coding
36672,IFIT3,ENSG00000119917,protein_coding
36878,NKX2-3,ENSG00000119919,protein_coding
36670,IFIT2,ENSG00000119922,protein_coding
37105,GPAM,ENSG00000119927,protein_coding
36885,CUTC,ENSG00000119929,protein_coding
36714,PPP1R3C,ENSG00000119938,protein_coding
36864,PYROXD2,ENSG00000119943,protein_coding
36873,CNNM1,ENSG00000119946,protein_coding
37076,MXI1,ENSG00000119950,protein_coding
37079,SMNDC1,ENSG00000119953,protein_coding
37286,C10orf88,ENSG00000119965,protein_coding
36775,HELLS,ENSG00000119969,protein_coding
37205,PRLHR,ENSG00000119973,protein_coding
36799,TCTN3,ENSG00000119977,protein_coding
37217,FAM45A,ENSG00000119979,protein_coding
36853,AVPI1,ENSG00000119986,protein_coding
37248,WDR11,ENSG00000120008,protein_coding
36955,ARMH3,ENSG00000120029,protein_coding
36954,KCNIP2,ENSG00000120049,protein_coding
37041,CFAP58,ENSG00000120051,protein_coding
36874,GOT1,ENSG00000120053,protein_coding
36891,CPN1,ENSG00000120054,protein_coding
36973,C10orf95,ENSG00000120055,protein_coding
36856,SFRP5,ENSG00000120057,protein_coding
51473,GNA13,ENSG00000120063,protein_coding
50979,HOXB8,ENSG00000120068,protein_coding
50882,KANSL1,ENSG00000120071,protein_coding
50976,HOXB5,ENSG00000120075,protein_coding
50874,CRHR1,ENSG00000120088,protein_coding
50970,HOXB3,ENSG00000120093,protein_coding
50967,HOXB1,ENSG00000120094,protein_coding
18197,DUSP1,ENSG00000120129,protein_coding
18129,PANK3,ENSG00000120137,protein_coding
18245,MSX2,ENSG00000120149,protein_coding
29825,TEK,ENSG00000120156,protein_coding
29534,RCL1,ENSG00000120158,protein_coding
29817,CAAP1,ENSG00000120159,protein_coding
29829,EQTN,ENSG00000120160,protein_coding
29830,MOB3B,ENSG00000120162,protein_coding
29552,INSL6,ENSG00000120210,protein_coding
29554,INSL4,ENSG00000120211,protein_coding
29571,MLANA,ENSG00000120215,protein_coding
29562,CD274,ENSG00000120217,protein_coding
29756,IFNA6,ENSG00000120235,protein_coding
29762,IFNA8,ENSG00000120242,protein_coding
15065,GRIA2,ENSG00000120251,protein_coding
21165,NUP43,ENSG00000120253,protein_coding
21202,MTHFD1L,ENSG00000120254,protein_coding
21171,LRP11,ENSG00000120256,protein_coding
21220,CCDC170,ENSG00000120262,protein_coding
21166,PCMT1,ENSG00000120265,protein_coding
21197,PLEKHG1,ENSG00000120278,protein_coding
21231,MYCT1,ENSG00000120279,protein_coding
24925,CXorf21,ENSG00000120280,protein_coding
24921,MAGEB4,ENSG00000120289,protein_coding
17608,CYSTM1,ENSG00000120306,protein_coding
17634,WDR55,ENSG00000120314,protein_coding
17736,ARAP3,ENSG00000120318,protein_coding
17680,PCDHB8,ENSG00000120322,protein_coding
17687,PCDHB10,ENSG00000120324,protein_coding
17691,PCDHB14,ENSG00000120327,protein_coding
17689,PCDHB12,ENSG00000120328,protein_coding
17698,SLC25A2,ENSG00000120329,protein_coding
3992,TNN,ENSG00000120332,protein_coding
3989,MRPS14,ENSG00000120333,protein_coding
3963,CENPL,ENSG00000120334,protein_coding
3947,TNFSF18,ENSG00000120337,protein_coding
4021,SEC16B,ENSG00000120341,protein_coding
3894,GORAB,ENSG00000120370,protein_coding
21457,GPR31,ENSG00000120436,protein_coding
21353,ACAT2,ENSG00000120437,protein_coding
21354,TCP1,ENSG00000120438,protein_coding
21464,TTLL2,ENSG00000120440,protein_coding
35093,SNX19,ENSG00000120451,protein_coding
35053,KCNJ5,ENSG00000120457,protein_coding
34965,MSANTD2,ENSG00000120458,protein_coding
35055,TP53AIP1,ENSG00000120471,protein_coding
25591,TEX11,ENSG00000120498,protein_coding
25580,ARR3,ENSG00000120500,protein_coding
25582,PDZD11,ENSG00000120509,protein_coding
14887,SLC10A7,ENSG00000120519,protein_coding
28915,NUDCD1,ENSG00000120526,protein_coding
28917,ENY2,ENSG00000120533,protein_coding
35603,MASTL,ENSG00000120539,protein_coding
35555,KIAA1217,ENSG00000120549,protein_coding
35649,LYZL1,ENSG00000120563,protein_coding
35486,PLXDC2,ENSG00000120594,protein_coding
35711,EPC1,ENSG00000120616,protein_coding
37485,IQSEC3,ENSG00000120645,protein_coding
37497,CCDC77,ENSG00000120647,protein_coding
975,TAF12,ENSG00000120656,protein_coding
41030,ENOX1,ENSG00000120658,protein_coding
41021,TNFSF11,ENSG00000120659,protein_coding
40996,MTRF1,ENSG00000120662,protein_coding
40912,SOHLH2,ENSG00000120669,protein_coding
41027,DNAJC15,ENSG00000120675,protein_coding
40959,PROSER1,ENSG00000120685,protein_coding
40948,UFM1,ENSG00000120686,protein_coding
40988,WBP4,ENSG00000120688,protein_coding
40986,ELF1,ENSG00000120690,protein_coding
40926,SMAD9,ENSG00000120693,protein_coding
40854,HSPH1,ENSG00000120694,protein_coding
40994,KBTBD7,ENSG00000120696,protein_coding
40931,ALG5,ENSG00000120697,protein_coding
40932,EXOSC8,ENSG00000120699,protein_coding
17552,ETF1,ENSG00000120705,protein_coding
17501,TGFBI,ENSG00000120708,protein_coding
17545,FAM53C,ENSG00000120709,protein_coding
17561,SIL1,ENSG00000120725,protein_coding
17574,PAIP2,ENSG00000120727,protein_coding
17529,MYOT,ENSG00000120729,protein_coding
17547,KDM3B,ENSG00000120733,protein_coding
17550,EGR1,ENSG00000120738,protein_coding
12006,SERP1,ENSG00000120742,protein_coding
11886,PLS1,ENSG00000120756,protein_coding
56386,ZFP30,ENSG00000120784,protein_coding
39586,NR2C1,ENSG00000120798,protein_coding
39700,UTP20,ENSG00000120800,protein_coding
39662,TMPO,ENSG00000120802,protein_coding
39701,ARL1,ENSG00000120805,protein_coding
39764,GLT8D2,ENSG00000120820,protein_coding
39813,MTERF2,ENSG00000120832,protein_coding
39556,SOCS2,ENSG00000120833,protein_coding
39767,NFYB,ENSG00000120837,protein_coding
39728,WASHC3,ENSG00000120860,protein_coding
39667,APAF1,ENSG00000120868,protein_coding
27642,DUSP4,ENSG00000120875,protein_coding
27593,CLU,ENSG00000120885,protein_coding
27507,TNFRSF10B,ENSG00000120889,protein_coding
27488,SORBS3,ENSG00000120896,protein_coding
27588,PTK2B,ENSG00000120899,protein_coding
27590,CHRNA2,ENSG00000120903,protein_coding
27577,ADRA1A,ENSG00000120907,protein_coding
27485,PPP3CC,ENSG00000120910,protein_coding
27491,PDLIM2,ENSG00000120913,protein_coding
27591,EPHX2,ENSG00000120915,protein_coding
27897,RNF170,ENSG00000120925,protein_coding
408,NPPB,ENSG00000120937,protein_coding
386,UBIAD1,ENSG00000120942,protein_coding
372,TARDBP,ENSG00000120948,protein_coding
422,TNFRSF8,ENSG00000120949,protein_coding
448,PRAMEF2,ENSG00000120952,protein_coding
28791,ZNF706,ENSG00000120963,protein_coding
28047,LYPLA1,ENSG00000120992,protein_coding
28379,CRISPLD1,ENSG00000121005,protein_coding
28247,COPS5,ENSG00000121022,protein_coding
28338,RDH10,ENSG00000121039,protein_coding
51215,EPX,ENSG00000121053,protein_coding
51183,AKAP1,ENSG00000121057,protein_coding
51176,COIL,ENSG00000121058,protein_coding
51170,TRIM25,ENSG00000121060,protein_coding
51179,SCPEP1,ENSG00000121064,protein_coding
51039,SPOP,ENSG00000121067,protein_coding
51335,TBX2,ENSG00000121068,protein_coding
51040,SLC35B1,ENSG00000121073,protein_coding
51337,TBX4,ENSG00000121075,protein_coding
51236,TEX14,ENSG00000121101,protein_coding
51042,FAM117A,ENSG00000121104,protein_coding
7196,NCAPH,ENSG00000121152,protein_coding
15017,LRAT,ENSG00000121207,protein_coding
14996,TMEM131L,ENSG00000121210,protein_coding
14994,MND1,ENSG00000121211,protein_coding
32120,TRIM6,ENSG00000121236,protein_coding
47896,ABCC11,ENSG00000121270,protein_coding
47949,TENT4B,ENSG00000121274,protein_coding
47950,ADCY7,ENSG00000121281,protein_coding
56156,CEP89,ENSG00000121289,protein_coding
56121,TSHZ3,ENSG00000121297,protein_coding
1669,ECHDC2,ENSG00000121310,protein_coding
37885,TAS2R8,ENSG00000121314,protein_coding
37989,PLBD1,ENSG00000121316,protein_coding
37888,TAS2R10,ENSG00000121318,protein_coding
37917,PRB2,ENSG00000121335,protein_coding
38084,PYROXD1,ENSG00000121350,protein_coding
38083,IAPP,ENSG00000121351,protein_coding
38094,KCNJ8,ENSG00000121361,protein_coding
37884,TAS2R7,ENSG00000121377,protein_coding
37928,BCL2L14,ENSG00000121380,protein_coding
37886,TAS2R9,ENSG00000121381,protein_coding
40598,PSPC1,ENSG00000121390,protein_coding
57646,ZNF549,ENSG00000121406,protein_coding
57704,A1BG,ENSG00000121410,protein_coding
57685,ZSCAN18,ENSG00000121413,protein_coding
57653,ZNF211,ENSG00000121417,protein_coding
10917,PDZRN3,ENSG00000121440,protein_coding
4117,RGSL1,ENSG00000121446,protein_coding
4079,LHX4,ENSG00000121454,protein_coding
4171,RNF2,ENSG00000121481,protein_coding
4173,TRMT1L,ENSG00000121486,protein_coding
11480,SEC22A,ENSG00000121542,protein_coding
11460,CSTA,ENSG00000121552,protein_coding
11251,DPPA4,ENSG00000121570,protein_coding
11401,POPDC2,ENSG00000121577,protein_coding
11386,B4GALT4,ENSG00000121578,protein_coding
11324,NAA50,ENSG00000121579,protein_coding
11396,CD80,ENSG00000121594,protein_coding
32568,KIF18A,ENSG00000121621,protein_coding
3015,GJA8,ENSG00000121634,protein_coding
5313,DESI2,ENSG00000121644,protein_coding
32813,MAPK8IP1,ENSG00000121653,protein_coding
32812,CRY2,ENSG00000121671,protein_coding
32816,PEX16,ENSG00000121680,protein_coding
32635,DEPDC7,ENSG00000121690,protein_coding
32670,CAT,ENSG00000121691,protein_coding
23370,PILRB,ENSG00000121716,protein_coding
40604,ZMYM2,ENSG00000121741,protein_coding
40613,GJB6,ENSG00000121742,protein_coding
40608,GJA3,ENSG00000121743,protein_coding
39296,TBC1D15,ENSG00000121749,protein_coding
1042,ADGRB2,ENSG00000121753,protein_coding
1037,HCRTR1,ENSG00000121764,protein_coding
1026,ZCCHC17,ENSG00000121766,protein_coding
1028,FABP3,ENSG00000121769,protein_coding
1051,KHDRBS1,ENSG00000121774,protein_coding
1053,TMEM39B,ENSG00000121775,protein_coding
10376,CCRL2,ENSG00000121797,protein_coding
10373,CCR2,ENSG00000121807,protein_coding
2965,POLR3GL,ENSG00000121851,protein_coding
12328,GHSR,ENSG00000121853,protein_coding
12329,TNFSF10,ENSG00000121858,protein_coding
12405,ZNF639,ENSG00000121864,protein_coding
12218,SLITRK3,ENSG00000121871,protein_coding
12401,PIK3CA,ENSG00000121879,protein_coding
13445,PDS5A,ENSG00000121892,protein_coding
13419,TMEM156,ENSG00000121895,protein_coding
13431,LIAS,ENSG00000121897,protein_coding
37300,CPXM2,ENSG00000121898,protein_coding
1093,TMEM54,ENSG00000121900,protein_coding
1116,ZSCAN20,ENSG00000121903,protein_coding
1118,CSMD2,ENSG00000121904,protein_coding
1092,HPCA,ENSG00000121905,protein_coding
2608,LRIF1,ENSG00000121931,protein_coding
2635,TMIGD3,ENSG00000121933,protein_coding
2526,CLCC1,ENSG00000121940,protein_coding
2525,GPSM2,ENSG00000121957,protein_coding
8045,GTDC1,ENSG00000121964,protein_coding
7975,CXCR4,ENSG00000121966,protein_coding
7961,ZRANB3,ENSG00000121988,protein_coding
8081,ACVR2A,ENSG00000121989,protein_coding
16624,POLK,ENSG00000122008,protein_coding
16639,SV2C,ENSG00000122012,protein_coding
40794,FLT3,ENSG00000122025,protein_coding
40771,RPL21,ENSG00000122026,protein_coding
40779,MTIF3,ENSG00000122033,protein_coding
40778,GTF3A,ENSG00000122034,protein_coding
40774,RASL11A,ENSG00000122035,protein_coding
40817,UBL3,ENSG00000122042,protein_coding
12831,FYTTD1,ENSG00000122068,protein_coding
9622,MTERF4,ENSG00000122085,protein_coding
26419,XPNPEP2,ENSG00000122121,protein_coding
26420,SASH3,ENSG00000122122,protein_coding
26416,OCRL,ENSG00000122126,protein_coding
31643,PAEP,ENSG00000122133,protein_coding
31642,OBP2A,ENSG00000122136,protein_coding
31639,MRPS2,ENSG00000122140,protein_coding
25785,TBX22,ENSG00000122145,protein_coding
4442,FMOD,ENSG00000122176,protein_coding
4430,MYOG,ENSG00000122180,protein_coding
4450,LAX1,ENSG00000122188,protein_coding
21374,PLG,ENSG00000122194,protein_coding
18280,KIAA1191,ENSG00000122203,protein_coding
3633,COPA,ENSG00000122218,protein_coding
3651,CD244,ENSG00000122223,protein_coding
3650,LY9,ENSG00000122224,protein_coding
