,name,ensg,type
54268,Sac3d1,ENSMUSG00000024790,protein_coding
54265,Cdca5,ENSMUSG00000024791,protein_coding
54264,Zfpl1,ENSMUSG00000024792,protein_coding
15500,Tnfrsf25,ENSMUSG00000024793,protein_coding
54953,Kif20b,ENSMUSG00000024795,protein_coding
54261,Vps51,ENSMUSG00000024797,protein_coding
54964,Htr7,ENSMUSG00000024798,protein_coding
54260,Tm7sf2,ENSMUSG00000024799,protein_coding
54965,Rpp30,ENSMUSG00000024800,protein_coding
54966,Ankrd1,ENSMUSG00000024803,protein_coding
54971,Pcgf5,ENSMUSG00000024805,protein_coding
54860,Mlana,ENSMUSG00000024806,protein_coding
54255,Syvn1,ENSMUSG00000024807,protein_coding
54865,Il33,ENSMUSG00000024810,protein_coding
54980,Tnks2,ENSMUSG00000024811,protein_coding
54771,Tjp2,ENSMUSG00000024812,protein_coding
54867,Trpd52l3,ENSMUSG00000024815,protein_coding
54243,Frmd8,ENSMUSG00000024816,protein_coding
54868,Uhrf2,ENSMUSG00000024817,protein_coding
54244,Slc25a45,ENSMUSG00000024818,protein_coding
54124,Rad9a,ENSMUSG00000024824,protein_coding
54246,Dpf2,ENSMUSG00000024826,protein_coding
54869,Gldc,ENSMUSG00000024827,protein_coding
54066,Mrpl21,ENSMUSG00000024829,protein_coding
54117,Rps6kb2,ENSMUSG00000024830,protein_coding
54065,Ighmbp2,ENSMUSG00000024831,protein_coding
54249,Pola2,ENSMUSG00000024833,protein_coding
54115,Coro1b,ENSMUSG00000024835,protein_coding
54795,Dmrt1,ENSMUSG00000024837,protein_coding
54193,Eif1ad,ENSMUSG00000024841,protein_coding
54113,Cabp4,ENSMUSG00000024842,protein_coding
54086,Chka,ENSMUSG00000024843,protein_coding
54192,Banf1,ENSMUSG00000024844,protein_coding
54191,Cst6,ENSMUSG00000024846,protein_coding
54111,Aip,ENSMUSG00000024847,protein_coding
54110,Pitpnm1,ENSMUSG00000024851,protein_coding
54184,Sf3b2,ENSMUSG00000024853,protein_coding
54129,Pold4,ENSMUSG00000024854,protein_coding
54181,Pacs1,ENSMUSG00000024855,protein_coding
54109,Cdk2ap2,ENSMUSG00000024856,protein_coding
54108,Cabp2,ENSMUSG00000024857,protein_coding
54135,Grk2,ENSMUSG00000024858,protein_coding
54178,Klc2,ENSMUSG00000024862,protein_coding
54871,Mbl2,ENSMUSG00000024863,protein_coding
54095,Acy3,ENSMUSG00000024866,protein_coding
54776,Pip5k1b,ENSMUSG00000024867,protein_coding
54877,Dkk1,ENSMUSG00000024868,protein_coding
54099,Gm49405,ENSMUSG00000024869,protein_coding
54177,Rab1b,ENSMUSG00000024870,protein_coding
54101,Doc2g,ENSMUSG00000024871,protein_coding
54176,Cnih2,ENSMUSG00000024873,protein_coding
54175,Yif1a,ENSMUSG00000024875,protein_coding
54786,Cbwd1,ENSMUSG00000024878,protein_coding
54171,Rin1,ENSMUSG00000024883,protein_coding
54090,Aldh3b1,ENSMUSG00000024885,protein_coding
54885,Asah2,ENSMUSG00000024887,protein_coding
54143,Rce1,ENSMUSG00000024889,protein_coding
54167,Slc29a2,ENSMUSG00000024891,protein_coding
54141,Pcx,ENSMUSG00000024892,protein_coding
54892,Minpp1,ENSMUSG00000024896,protein_coding
54765,Apba1,ENSMUSG00000024897,protein_coding
54895,Papss2,ENSMUSG00000024899,protein_coding
54069,Cpt1a,ENSMUSG00000024900,protein_coding
54162,Peli3,ENSMUSG00000024901,protein_coding
54163,Mrpl11,ENSMUSG00000024902,protein_coding
14503,Lao1,ENSMUSG00000024903,protein_coding
54070,Tesmin,ENSMUSG00000024905,protein_coding
54209,Mus81,ENSMUSG00000024906,protein_coding
54071,Gal,ENSMUSG00000024907,protein_coding
54072,Ppp6r3,ENSMUSG00000024908,protein_coding
54208,Efemp2,ENSMUSG00000024909,protein_coding
54207,Ctsw,ENSMUSG00000024910,protein_coding
54206,Fibp,ENSMUSG00000024911,protein_coding
54204,Fosl1,ENSMUSG00000024912,protein_coding
54076,Lrp5,ENSMUSG00000024913,protein_coding
54199,Drap1,ENSMUSG00000024914,protein_coding
54808,Smarca2,ENSMUSG00000024921,protein_coding
54215,Ovol1,ENSMUSG00000024922,protein_coding
54816,Vldlr,ENSMUSG00000024924,protein_coding
54218,Rnaseh2c,ENSMUSG00000024925,protein_coding
54219,Kat5,ENSMUSG00000024926,protein_coding
54220,Rela,ENSMUSG00000024927,protein_coding
54836,Slc1a1,ENSMUSG00000024935,protein_coding
54226,Kcnk7,ENSMUSG00000024936,protein_coding
54227,Ehbp1l1,ENSMUSG00000024937,protein_coding
54229,Fam89b,ENSMUSG00000024939,protein_coding
54232,Ltbp3,ENSMUSG00000024940,protein_coding
54233,Scyl1,ENSMUSG00000024941,protein_coding
54251,Capn1,ENSMUSG00000024942,protein_coding
54751,Smc5,ENSMUSG00000024943,protein_coding
54270,Arl2,ENSMUSG00000024944,protein_coding
54284,Men1,ENSMUSG00000024947,protein_coding
54285,Map4k2,ENSMUSG00000024948,protein_coding
54288,Sf1,ENSMUSG00000024949,protein_coding
54302,Rps6ka4,ENSMUSG00000024952,protein_coding
54305,Prdx5,ENSMUSG00000024953,protein_coding
54307,Esrra,ENSMUSG00000024955,protein_coding
54310,Kcnk4,ENSMUSG00000024957,protein_coding
54311,Gpr137,ENSMUSG00000024958,protein_coding
54312,Bad,ENSMUSG00000024959,protein_coding
54313,Plcb3,ENSMUSG00000024960,protein_coding
54316,Vegfb,ENSMUSG00000024962,protein_coding
54317,Dnajc4,ENSMUSG00000024963,protein_coding
54320,Fermt3,ENSMUSG00000024965,protein_coding
54321,Stip1,ENSMUSG00000024966,protein_coding
54330,Rcor2,ENSMUSG00000024968,protein_coding
54331,Mark2,ENSMUSG00000024969,protein_coding
54333,Spindoc,ENSMUSG00000024970,protein_coding
54343,Lgals12,ENSMUSG00000024972,protein_coding
54344,Hrasls5,ENSMUSG00000024973,protein_coding
55319,Smc3,ENSMUSG00000024974,protein_coding
55324,Pdcd4,ENSMUSG00000024975,protein_coding
55326,Shoc2,ENSMUSG00000024976,protein_coding
55334,Gpam,ENSMUSG00000024978,protein_coding
55336,Tectb,ENSMUSG00000024979,protein_coding
55339,Acsl5,ENSMUSG00000024981,protein_coding
55340,Zdhhc6,ENSMUSG00000024982,protein_coding
55341,Vti1a,ENSMUSG00000024983,protein_coding
55343,Tcf7l2,ENSMUSG00000024985,protein_coding
54995,Hhex,ENSMUSG00000024986,protein_coding
55000,Cyp26a1,ENSMUSG00000024987,protein_coding
55006,Cep55,ENSMUSG00000024989,protein_coding
55009,Rbp4,ENSMUSG00000024990,protein_coding
55428,Eif3a,ENSMUSG00000024991,protein_coding
55010,Pde6c,ENSMUSG00000024992,protein_coding
55432,Fam45a,ENSMUSG00000024993,protein_coding
55435,Prdx3,ENSMUSG00000024997,protein_coding
55020,Plce1,ENSMUSG00000024998,protein_coding
55023,Noc3l,ENSMUSG00000024999,protein_coding
55026,Hells,ENSMUSG00000025001,protein_coding
55028,Cyp2c55,ENSMUSG00000025002,protein_coding
55036,Cyp2c39,ENSMUSG00000025003,protein_coding
55039,Cyp2c40,ENSMUSG00000025004,protein_coding
55050,Sorbs1,ENSMUSG00000025006,protein_coding
55052,Aldh18a1,ENSMUSG00000025007,protein_coding
55055,Tctn3,ENSMUSG00000025008,protein_coding
55061,Ccnj,ENSMUSG00000025010,protein_coding
55068,Tll2,ENSMUSG00000025013,protein_coding
55066,Dntt,ENSMUSG00000025014,protein_coding
55069,Tm9sf3,ENSMUSG00000025016,protein_coding
55070,Pik3ap1,ENSMUSG00000025017,protein_coding
55072,Lcor,ENSMUSG00000025019,protein_coding
55074,Slit1,ENSMUSG00000025020,protein_coding
55310,Smndc1,ENSMUSG00000025024,protein_coding
55307,Mxi1,ENSMUSG00000025025,protein_coding
55303,Add3,ENSMUSG00000025026,protein_coding
55298,Xpnpep1,ENSMUSG00000025027,protein_coding
55222,Trim8,ENSMUSG00000025034,protein_coding
55223,Arl3,ENSMUSG00000025035,protein_coding
55224,Sfxn2,ENSMUSG00000025036,protein_coding
7533,Maoa,ENSMUSG00000025037,protein_coding
7536,Efhc2,ENSMUSG00000025038,protein_coding
7539,Fundc1,ENSMUSG00000025040,protein_coding
55233,Nt5c2,ENSMUSG00000025041,protein_coding
7544,Dusp21,ENSMUSG00000025043,protein_coding
30142,Msr1,ENSMUSG00000025044,protein_coding
55240,Pdcd11,ENSMUSG00000025047,protein_coding
55238,Taf5,ENSMUSG00000025049,protein_coding
55235,Pcgf6,ENSMUSG00000025050,protein_coding
9652,Samt4,ENSMUSG00000025051,protein_coding
8559,Nr0b1,ENSMUSG00000025056,protein_coding
8556,5430427O19Rik,ENSMUSG00000025058,protein_coding
8549,Gk,ENSMUSG00000025059,protein_coding
55253,Slk,ENSMUSG00000025060,protein_coding
55256,Col17a1,ENSMUSG00000025064,protein_coding
55261,Sfr1,ENSMUSG00000025066,protein_coding
55264,Gsto1,ENSMUSG00000025068,protein_coding
55265,Gsto2,ENSMUSG00000025069,protein_coding
55349,Habp2,ENSMUSG00000025075,protein_coding
55352,Casp7,ENSMUSG00000025076,protein_coding
55354,Dclre1a,ENSMUSG00000025077,protein_coding
55355,Nhlrc2,ENSMUSG00000025078,protein_coding
55362,Tdrd1,ENSMUSG00000025081,protein_coding
55363,Vwa2,ENSMUSG00000025082,protein_coding
55364,Afap1l2,ENSMUSG00000025083,protein_coding
55365,Ablim1,ENSMUSG00000025085,protein_coding
55371,Trub1,ENSMUSG00000025086,protein_coding
55382,Gfra1,ENSMUSG00000025089,protein_coding
55384,Ccdc172,ENSMUSG00000025090,protein_coding
55390,Pnliprp2,ENSMUSG00000025091,protein_coding
55394,Hspa12a,ENSMUSG00000025092,protein_coding
55403,Slc18a2,ENSMUSG00000025094,protein_coding
24923,3110040N11Rik,ENSMUSG00000025102,protein_coding
24926,Btbd1,ENSMUSG00000025103,protein_coding
24931,Hdgfl3,ENSMUSG00000025104,protein_coding
24934,Bnc1,ENSMUSG00000025105,protein_coding
40233,Gcgr,ENSMUSG00000025127,protein_coding
10044,Bhlhe22,ENSMUSG00000025128,protein_coding
40235,Ppp1r27,ENSMUSG00000025129,protein_coding
40236,P4hb,ENSMUSG00000025130,protein_coding
40237,Arhgdia,ENSMUSG00000025132,protein_coding
25225,Ints4,ENSMUSG00000025133,protein_coding
40239,Alyref,ENSMUSG00000025134,protein_coding
40240,Anapc11,ENSMUSG00000025135,protein_coding
40242,Pcyt2,ENSMUSG00000025137,protein_coding
40243,Sirt7,ENSMUSG00000025138,protein_coding
26607,Tollip,ENSMUSG00000025139,protein_coding
40247,Pycr1,ENSMUSG00000025140,protein_coding
40248,Myadml2,ENSMUSG00000025141,protein_coding
40252,Aspscr1,ENSMUSG00000025142,protein_coding
40254,Cenpx,ENSMUSG00000025144,protein_coding
40255,Lrrc45,ENSMUSG00000025145,protein_coding
26611,Mob2,ENSMUSG00000025147,protein_coding
40258,Cbr2,ENSMUSG00000025150,protein_coding
8668,Maged1,ENSMUSG00000025151,protein_coding
40264,Fasn,ENSMUSG00000025153,protein_coding
55076,Arhgap19,ENSMUSG00000025154,protein_coding
40263,Dus1l,ENSMUSG00000025155,protein_coding
40262,Gps1,ENSMUSG00000025156,protein_coding
55083,Zdhhc16,ENSMUSG00000025157,protein_coding
40261,Rfng,ENSMUSG00000025158,protein_coding
55084,Mms19,ENSMUSG00000025159,protein_coding
40267,Slc16a3,ENSMUSG00000025161,protein_coding
40268,Csnk1d,ENSMUSG00000025162,protein_coding
40273,Cd7,ENSMUSG00000025163,protein_coding
40275,Sectm1a,ENSMUSG00000025165,protein_coding
40283,Ogfod3,ENSMUSG00000025169,protein_coding
40289,Rab40b,ENSMUSG00000025170,protein_coding
55086,Ubtd1,ENSMUSG00000025171,protein_coding
55087,Ankrd2,ENSMUSG00000025172,protein_coding
40288,Wdr45b,ENSMUSG00000025173,protein_coding
40293,Fn3k,ENSMUSG00000025175,protein_coding
55088,Hoga1,ENSMUSG00000025176,protein_coding
55091,Pi4k2a,ENSMUSG00000025178,protein_coding
55103,R3hcc1l,ENSMUSG00000025184,protein_coding
55105,Loxl4,ENSMUSG00000025185,protein_coding
55109,Hps1,ENSMUSG00000025188,protein_coding
55117,Cnnm1,ENSMUSG00000025189,protein_coding
55119,Got1,ENSMUSG00000025190,protein_coding
55129,Entpd7,ENSMUSG00000025192,protein_coding
55131,Cutc,ENSMUSG00000025193,protein_coding
55132,Abcc2,ENSMUSG00000025194,protein_coding
55133,Dnmbp,ENSMUSG00000025195,protein_coding
55137,Cpn1,ENSMUSG00000025196,protein_coding
55138,Cyp2c23,ENSMUSG00000025197,protein_coding
55139,Erlin1,ENSMUSG00000025198,protein_coding
55140,Chuk,ENSMUSG00000025199,protein_coding
55141,Cwf19l1,ENSMUSG00000025200,protein_coding
55145,Scd3,ENSMUSG00000025202,protein_coding
55149,Scd2,ENSMUSG00000025203,protein_coding
55159,Ndufb8,ENSMUSG00000025204,protein_coding
55172,Sema4g,ENSMUSG00000025207,protein_coding
55173,Mrpl43,ENSMUSG00000025208,protein_coding
55174,Twnk,ENSMUSG00000025209,protein_coding
55177,Sfxn3,ENSMUSG00000025212,protein_coding
55179,Kazald1,ENSMUSG00000025213,protein_coding
55180,Tlx1,ENSMUSG00000025215,protein_coding
55182,Lbx1,ENSMUSG00000025216,protein_coding
55186,Btrc,ENSMUSG00000025217,protein_coding
55188,Poll,ENSMUSG00000025218,protein_coding
55191,Fgf8,ENSMUSG00000025219,protein_coding
55194,Oga,ENSMUSG00000025220,protein_coding
55195,Kcnip2,ENSMUSG00000025221,protein_coding
55201,Ldb1,ENSMUSG00000025223,protein_coding
55207,Gbf1,ENSMUSG00000025224,protein_coding
55211,Nfkb2,ENSMUSG00000025225,protein_coding
55213,Fbxl15,ENSMUSG00000025226,protein_coding
55216,Mfsd13a,ENSMUSG00000025227,protein_coding
55220,Actr1a,ENSMUSG00000025228,protein_coding
55206,Pitx3,ENSMUSG00000025229,protein_coding
55221,Sufu,ENSMUSG00000025231,protein_coding
35755,Hexa,ENSMUSG00000025232,protein_coding
35751,Arih1,ENSMUSG00000025234,protein_coding
35750,Bbs4,ENSMUSG00000025235,protein_coding
35749,Adpgk,ENSMUSG00000025236,protein_coding
35757,Parp6,ENSMUSG00000025237,protein_coding
37263,Limd1,ENSMUSG00000025239,protein_coding
37264,Sacm1l,ENSMUSG00000025240,protein_coding
37276,Fyco1,ENSMUSG00000025241,protein_coding
37265,Slc6a20b,ENSMUSG00000025243,protein_coding
37273,Lztfl1,ENSMUSG00000025245,protein_coding
8477,Tbl1x,ENSMUSG00000025246,protein_coding
9897,Zfhx4,ENSMUSG00000025255,protein_coding
9594,Ribc1,ENSMUSG00000025257,protein_coding
9593,Hsd17b10,ENSMUSG00000025260,protein_coding
9587,Huwe1,ENSMUSG00000025261,protein_coding
9576,Fam120c,ENSMUSG00000025262,protein_coding
9568,Tsr2,ENSMUSG00000025264,protein_coding
9567,Fgd1,ENSMUSG00000025265,protein_coding
9565,Gnl3l,ENSMUSG00000025266,protein_coding
9560,Maged2,ENSMUSG00000025268,protein_coding
9553,Apex2,ENSMUSG00000025269,protein_coding
9554,Alas2,ENSMUSG00000025270,protein_coding
9556,Pfkfb1,ENSMUSG00000025271,protein_coding
9557,Tro,ENSMUSG00000025272,protein_coding
32092,Abhd6,ENSMUSG00000025277,protein_coding
32089,Flnb,ENSMUSG00000025278,protein_coding
32091,Dnase1l3,ENSMUSG00000025279,protein_coding
32354,Polr3a,ENSMUSG00000025280,protein_coding
9673,Sat1,ENSMUSG00000025283,protein_coding
9675,Acot9,ENSMUSG00000025287,protein_coding
8222,4933436I01Rik,ENSMUSG00000025288,protein_coding
9677,Prdx4,ENSMUSG00000025289,protein_coding
32355,Rps24,ENSMUSG00000025290,protein_coding
5364,Ptprj,ENSMUSG00000025314,protein_coding
31692,Banp,ENSMUSG00000025316,protein_coding
31689,Car5a,ENSMUSG00000025317,protein_coding
31680,Jph3,ENSMUSG00000025318,protein_coding
45280,Itgb8,ENSMUSG00000025321,protein_coding
45269,Sp4,ENSMUSG00000025323,protein_coding
24267,Atp10a,ENSMUSG00000025324,protein_coding
24280,Ube3a,ENSMUSG00000025326,protein_coding
15148,Padi3,ENSMUSG00000025328,protein_coding
15150,Padi1,ENSMUSG00000025329,protein_coding
15147,Padi4,ENSMUSG00000025330,protein_coding
9599,Kdm5c,ENSMUSG00000025332,protein_coding
9611,Gpr143,ENSMUSG00000025333,protein_coding
18252,Sbds,ENSMUSG00000025337,protein_coding
18246,Rabgef1,ENSMUSG00000025340,protein_coding
29273,Mettl7b,ENSMUSG00000025347,protein_coding
29271,Itga7,ENSMUSG00000025348,protein_coding
29269,Rdh5,ENSMUSG00000025350,protein_coding
29268,Cd63,ENSMUSG00000025351,protein_coding
29267,Gdf11,ENSMUSG00000025352,protein_coding
29266,Ormdl2,ENSMUSG00000025353,protein_coding
29264,Dnajc14,ENSMUSG00000025354,protein_coding
29262,Mmp19,ENSMUSG00000025355,protein_coding
29258,Dgka,ENSMUSG00000025357,protein_coding
29256,Cdk2,ENSMUSG00000025358,protein_coding
29257,Pmel,ENSMUSG00000025359,protein_coding
29250,Rps26,ENSMUSG00000025362,protein_coding
29244,Pa2g4,ENSMUSG00000025364,protein_coding
29238,Esyt1,ENSMUSG00000025366,protein_coding
29234,Smarcc2,ENSMUSG00000025369,protein_coding
45467,Cdh9,ENSMUSG00000025370,protein_coding
40195,Chmp6,ENSMUSG00000025371,protein_coding
40198,Baiap2,ENSMUSG00000025372,protein_coding
29231,Rnf41,ENSMUSG00000025373,protein_coding
29229,Nabp2,ENSMUSG00000025374,protein_coding
40199,Aatk,ENSMUSG00000025375,protein_coding
40205,Tepsin,ENSMUSG00000025377,protein_coding
40219,Fscn2,ENSMUSG00000025380,protein_coding
29219,Cnpy2,ENSMUSG00000025381,protein_coding
29216,Il23a,ENSMUSG00000025383,protein_coding
40220,Faap100,ENSMUSG00000025384,protein_coding
40223,Pde6g,ENSMUSG00000025386,protein_coding
29210,Mip,ENSMUSG00000025389,protein_coding
29201,Atp5b,ENSMUSG00000025393,protein_coding
29197,Prim1,ENSMUSG00000025395,protein_coding
29195,Hsd17b6,ENSMUSG00000025396,protein_coding
29179,Tac2,ENSMUSG00000025400,protein_coding
29178,Myo1a,ENSMUSG00000025401,protein_coding
29174,Nab2,ENSMUSG00000025402,protein_coding
29168,Shmt2,ENSMUSG00000025403,protein_coding
29164,R3hdm2,ENSMUSG00000025404,protein_coding
29163,Inhbc,ENSMUSG00000025405,protein_coding
29160,Gli1,ENSMUSG00000025407,protein_coding
29155,Ddit3,ENSMUSG00000025408,protein_coding
29152,Mbd6,ENSMUSG00000025409,protein_coding
29151,Dctn2,ENSMUSG00000025410,protein_coding
14195,Ttc4,ENSMUSG00000025413,protein_coding
29149,Pip4k2c,ENSMUSG00000025417,protein_coding
14187,Bsnd,ENSMUSG00000025418,protein_coding
53846,Katnal2,ENSMUSG00000025420,protein_coding
53845,Hdhd2,ENSMUSG00000025421,protein_coding
29140,Agap2,ENSMUSG00000025422,protein_coding
53847,Pias2,ENSMUSG00000025423,protein_coding
53849,St8sia5,ENSMUSG00000025425,protein_coding
53853,Rnf165,ENSMUSG00000025427,protein_coding
53860,Atp5a1,ENSMUSG00000025428,protein_coding
53861,Pstpip2,ENSMUSG00000025429,protein_coding
50183,Crisp1,ENSMUSG00000025431,protein_coding
29131,Avil,ENSMUSG00000025432,protein_coding
50182,Crisp3,ENSMUSG00000025433,protein_coding
29124,Atp23,ENSMUSG00000025436,protein_coding
12648,Usp33,ENSMUSG00000025437,protein_coding
25234,Clns1a,ENSMUSG00000025439,protein_coding
42771,Paip1,ENSMUSG00000025451,protein_coding
42769,Nnt,ENSMUSG00000025453,protein_coding
26507,Cd163l1,ENSMUSG00000025461,protein_coding
26501,Paox,ENSMUSG00000025464,protein_coding
26500,Echs1,ENSMUSG00000025465,protein_coding
26499,Fuom,ENSMUSG00000025466,protein_coding
26498,Prap1,ENSMUSG00000025467,protein_coding
26497,Caly,ENSMUSG00000025468,protein_coding
26496,Msx3,ENSMUSG00000025469,protein_coding
26495,Zfp511,ENSMUSG00000025470,protein_coding
26492,Adam8,ENSMUSG00000025473,protein_coding
26494,Tubgcp2,ENSMUSG00000025474,protein_coding
26483,Adgra1,ENSMUSG00000025475,protein_coding
26476,Inpp5a,ENSMUSG00000025477,protein_coding
26469,Dpysl4,ENSMUSG00000025478,protein_coding
26533,Cyp2e1,ENSMUSG00000025479,protein_coding
26534,Syce1,ENSMUSG00000025480,protein_coding
26538,Urah,ENSMUSG00000025481,protein_coding
26541,Odf3,ENSMUSG00000025482,protein_coding
26542,Bet1l,ENSMUSG00000025484,protein_coding
26543,Ric8a,ENSMUSG00000025485,protein_coding
26544,Sirt3,ENSMUSG00000025486,protein_coding
26545,Psmd13,ENSMUSG00000025487,protein_coding
26547,Cox8b,ENSMUSG00000025488,protein_coding
26551,Ifitm5,ENSMUSG00000025489,protein_coding
26554,Ifitm1,ENSMUSG00000025491,protein_coding
26556,Ifitm3,ENSMUSG00000025492,protein_coding
26562,Sigirr,ENSMUSG00000025494,protein_coding
26565,Ptdss2,ENSMUSG00000025495,protein_coding
26578,Drd4,ENSMUSG00000025496,protein_coding
26576,Cdhr5,ENSMUSG00000025497,protein_coding
26575,Irf7,ENSMUSG00000025498,protein_coding
26569,Hras,ENSMUSG00000025499,protein_coding
26571,Lmntd2,ENSMUSG00000025500,protein_coding
26584,Taldo1,ENSMUSG00000025503,protein_coding
26581,Eps8l2,ENSMUSG00000025504,protein_coding
26580,Tmem80,ENSMUSG00000025505,protein_coding
26589,Pidd1,ENSMUSG00000025507,protein_coding
26590,Rplp2,ENSMUSG00000025508,protein_coding
26592,Pnpla2,ENSMUSG00000025509,protein_coding
26595,Cd151,ENSMUSG00000025510,protein_coding
26597,Tspan4,ENSMUSG00000025511,protein_coding
26598,Chid1,ENSMUSG00000025512,protein_coding
26604,Muc2,ENSMUSG00000025515,protein_coding
30504,Tktl2,ENSMUSG00000025519,protein_coding
30479,Tmem192,ENSMUSG00000025521,protein_coding
9008,Apool,ENSMUSG00000025525,protein_coding
9009,Satl1,ENSMUSG00000025527,protein_coding
9012,2010106E10Rik,ENSMUSG00000025528,protein_coding
9013,Zfp711,ENSMUSG00000025529,protein_coding
9024,Chm,ENSMUSG00000025531,protein_coding
18242,Crcp,ENSMUSG00000025532,protein_coding
18241,Asl,ENSMUSG00000025533,protein_coding
18240,Gusb,ENSMUSG00000025534,protein_coding
18232,Phkg1,ENSMUSG00000025537,protein_coding
18231,Sumf2,ENSMUSG00000025538,protein_coding
34403,Tm9sf2,ENSMUSG00000025544,protein_coding
34406,Clybl,ENSMUSG00000025545,protein_coding
34431,Fgf14,ENSMUSG00000025551,protein_coding
34386,Farp1,ENSMUSG00000025555,protein_coding
34391,Slc15a1,ENSMUSG00000025557,protein_coding
34394,Dock9,ENSMUSG00000025558,protein_coding
40131,Tnrc6c,ENSMUSG00000025571,protein_coding
40132,Tmc6,ENSMUSG00000025572,protein_coding
40136,6030468B19Rik,ENSMUSG00000025573,protein_coding
40139,Tk1,ENSMUSG00000025574,protein_coding
40158,Cant1,ENSMUSG00000025575,protein_coding
40163,Rbfox3,ENSMUSG00000025576,protein_coding
40168,Cbx2,ENSMUSG00000025577,protein_coding
40169,Cbx8,ENSMUSG00000025578,protein_coding
40180,Gaa,ENSMUSG00000025579,protein_coding
40181,Eif4a3,ENSMUSG00000025580,protein_coding
40189,Nptx1,ENSMUSG00000025582,protein_coding
40191,Rptor,ENSMUSG00000025583,protein_coding
24903,Pde8a,ENSMUSG00000025584,protein_coding
24906,Cpeb1,ENSMUSG00000025586,protein_coding
30519,Nat1,ENSMUSG00000025588,protein_coding
30502,Tma16,ENSMUSG00000025591,protein_coding
9027,Dach2,ENSMUSG00000025592,protein_coding
9034,Klhl4,ENSMUSG00000025597,protein_coding
35255,Zfp202,ENSMUSG00000025602,protein_coding
19256,Copg2,ENSMUSG00000025607,protein_coding
19274,Podxl,ENSMUSG00000025608,protein_coding
19273,Mkln1,ENSMUSG00000025609,protein_coding
48501,Map3k7cl,ENSMUSG00000025610,protein_coding
48503,Bach1,ENSMUSG00000025612,protein_coding
48497,Cct8,ENSMUSG00000025613,protein_coding
48496,Usp16,ENSMUSG00000025616,protein_coding
8003,Phf6,ENSMUSG00000025626,protein_coding
8004,Hprt,ENSMUSG00000025630,protein_coding
36902,Ccdc51,ENSMUSG00000025645,protein_coding
36899,Atrip,ENSMUSG00000025646,protein_coding
36898,Shisa5,ENSMUSG00000025647,protein_coding
36897,Pfkfb4,ENSMUSG00000025648,protein_coding
36893,Col7a1,ENSMUSG00000025650,protein_coding
36891,Uqcrc1,ENSMUSG00000025651,protein_coding
36890,Tmem89,ENSMUSG00000025652,protein_coding
8684,Arhgef9,ENSMUSG00000025656,protein_coding
9711,Cnksr2,ENSMUSG00000025658,protein_coding
8997,Rps6ka6,ENSMUSG00000025665,protein_coding
8524,Tmem47,ENSMUSG00000025666,protein_coding
21134,Alox5,ENSMUSG00000025701,protein_coding
21131,March8,ENSMUSG00000025702,protein_coding
3859,Myo3a,ENSMUSG00000025716,protein_coding
24889,Wdr73,ENSMUSG00000025722,protein_coding
24890,Nmb,ENSMUSG00000025723,protein_coding
24891,Sec11a,ENSMUSG00000025724,protein_coding
24900,Slc28a1,ENSMUSG00000025726,protein_coding
49401,A930017K11Rik,ENSMUSG00000025727,protein_coding
49399,Pigq,ENSMUSG00000025728,protein_coding
49396,Rab40c,ENSMUSG00000025730,protein_coding
49394,Mettl26,ENSMUSG00000025731,protein_coding
49393,Mcrip2,ENSMUSG00000025732,protein_coding
49391,Rhot2,ENSMUSG00000025733,protein_coding
49389,Rhbdl1,ENSMUSG00000025735,protein_coding
49386,Jmjd8,ENSMUSG00000025736,protein_coding
49385,Wdr24,ENSMUSG00000025737,protein_coding
49384,Fbxl16,ENSMUSG00000025738,protein_coding
49369,Gng13,ENSMUSG00000025739,protein_coding
9841,Prps2,ENSMUSG00000025742,protein_coding
14828,Sdc3,ENSMUSG00000025743,protein_coding
16132,Hadha,ENSMUSG00000025745,protein_coding
16127,Il6,ENSMUSG00000025746,protein_coding
16128,Tyms,ENSMUSG00000025747,protein_coding
24789,Agbl1,ENSMUSG00000025754,protein_coding
10381,Hspa4l,ENSMUSG00000025757,protein_coding
10382,Plk4,ENSMUSG00000025758,protein_coding
10383,Mfsd8,ENSMUSG00000025759,protein_coding
10391,Larp1b,ENSMUSG00000025762,protein_coding
10404,Jade1,ENSMUSG00000025764,protein_coding
10408,D3Ertd751e,ENSMUSG00000025766,protein_coding
238,Crisp4,ENSMUSG00000025774,protein_coding
230,Crispld1,ENSMUSG00000025776,protein_coding
220,Gdap1,ENSMUSG00000025777,protein_coding
213,Ly96,ENSMUSG00000025779,protein_coding
3556,Itih5,ENSMUSG00000025780,protein_coding
3552,Atp5c1,ENSMUSG00000025781,protein_coding
3550,Taf3,ENSMUSG00000025782,protein_coding
3547,4930412O13Rik,ENSMUSG00000025783,protein_coding
37256,Clec3b,ENSMUSG00000025784,protein_coding
37254,Exosc7,ENSMUSG00000025785,protein_coding
37253,Zdhhc3,ENSMUSG00000025786,protein_coding
37252,Tgm4,ENSMUSG00000025787,protein_coding
24758,St8sia2,ENSMUSG00000025789,protein_coding
24763,Slco3a1,ENSMUSG00000025790,protein_coding
14098,Pgm1,ENSMUSG00000025791,protein_coding
40231,Slc25a10,ENSMUSG00000025792,protein_coding
40227,Hgs,ENSMUSG00000025793,protein_coding
37150,Rpl14,ENSMUSG00000025794,protein_coding
29058,Rassf3,ENSMUSG00000025795,protein_coding
